country_name_heat,iso3,country_mortality_rates,year,std_deathrate,crude_deathrate,deaths,deaths_percent,population,pyll,pyll_percent,age_group,value_heatdata,unit,source,country_heatdata,iso3_heatdata,parameter_description
Armenia,ARM,Armenia,2012,1293.3079,1248.4844,11543,100,924561,4599.9328,100,45-74,1293.3079,"Aged-standardized death rate per 100,000 persons",WHO,Armenia,ARM,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Armenia,ARM,Armenia,2012,816.979,797.8963,6017,100,754108,3836.6237,100,45-64,816.979,"Aged-standardized death rate per 100,000 persons",WHO,Armenia,ARM,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Armenia,ARM,Armenia,2012,683.3735,616.5635,12858,100,2085430,6427.1986,100,20-74,683.3735,"Aged-standardized death rate per 100,000 persons",WHO,Armenia,ARM,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Armenia,ARM,Armenia,2012,125.7193,113.2772,1315,100,1160869,1827.2658,100,20-44,125.7193,"Aged-standardized death rate per 100,000 persons",WHO,Armenia,ARM,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Armenia,ARM,Armenia,2012,413.7442,382.8767,7332,100,1914977,5663.8895,100,20-64,413.7442,"Aged-standardized death rate per 100,000 persons",WHO,Armenia,ARM,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Austria,AUT,Austria,2012,708.3846,766.151,24427,100,3188275,3252.3574,100,45-74,708.3846,"Aged-standardized death rate per 100,000 persons",WHO,Austria,AUT,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Austria,AUT,Austria,2012,372.4331,436.1495,26347,100,6040818,4229.7849,100,20-74,372.4331,"Aged-standardized death rate per 100,000 persons",WHO,Austria,AUT,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Austria,AUT,Austria,2012,458.0349,453.0058,10675,100,2356482,2457.2858,100,45-64,458.0349,"Aged-standardized death rate per 100,000 persons",WHO,Austria,AUT,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Austria,AUT,Austria,2012,65.2775,67.3084,1920,100,2852543,977.4275,100,20-44,65.2775,"Aged-standardized death rate per 100,000 persons",WHO,Austria,AUT,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Austria,AUT,Austria,2012,228.9264,241.7919,12595,100,5209025,3434.7133,100,20-64,228.9264,"Aged-standardized death rate per 100,000 persons",WHO,Austria,AUT,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Azerbaijan,AZE,Azerbaijan,2007,864.6471,697.8022,10668,100,1528800,2542.1001,100,45-64,864.6471,"Aged-standardized death rate per 100,000 persons",WHO,Azerbaijan,AZE,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Azerbaijan,AZE,Azerbaijan,2007,1438.7605,1300.5236,25210,100,1938450,3338.1419,100,45-74,1438.7605,"Aged-standardized death rate per 100,000 persons",WHO,Azerbaijan,AZE,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Azerbaijan,AZE,Azerbaijan,2007,136.314,132.3846,4642,100,3506450,2200.0536,100,20-44,136.314,"Aged-standardized death rate per 100,000 persons",WHO,Azerbaijan,AZE,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Azerbaijan,AZE,Azerbaijan,2007,758.378,548.2562,29852,100,5444900,5538.1956,100,20-74,758.378,"Aged-standardized death rate per 100,000 persons",WHO,Azerbaijan,AZE,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Azerbaijan,AZE,Azerbaijan,2007,439.7861,304.0564,15310,100,5035250,4742.1537,100,20-64,439.7861,"Aged-standardized death rate per 100,000 persons",WHO,Azerbaijan,AZE,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Belarus,BLR,Belarus,2011,1405.9459,1404.2931,37344,100,2659274,7770.1594,100,45-64,1405.9459,"Aged-standardized death rate per 100,000 persons",WHO,Belarus,BLR,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Belarus,BLR,Belarus,2011,764.7695,773.2008,47807,100,6182999,12390.5368,100,20-64,764.7695,"Aged-standardized death rate per 100,000 persons",WHO,Belarus,BLR,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Belarus,BLR,Belarus,2011,306.7863,296.9301,10463,100,3523725,4620.3774,100,20-44,306.7863,"Aged-standardized death rate per 100,000 persons",WHO,Belarus,BLR,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Belarus,BLR,Belarus,2011,1873.5069,1886.4486,63357,100,3358533,9012.2091,100,45-74,1873.5069,"Aged-standardized death rate per 100,000 persons",WHO,Belarus,BLR,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Belarus,BLR,Belarus,2011,1055.0708,1072.6131,73820,100,6882258,13632.5864,100,20-74,1055.0708,"Aged-standardized death rate per 100,000 persons",WHO,Belarus,BLR,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Belgium,BEL,Belgium,2010,770.6923,812.7002,31113,100,3828349,3469.3032,100,45-74,770.6923,"Aged-standardized death rate per 100,000 persons",WHO,Belgium,BEL,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Belgium,BEL,Belgium,2010,514.9257,523.5625,15230,100,2908917,2739.5204,100,45-64,514.9257,"Aged-standardized death rate per 100,000 persons",WHO,Belgium,BEL,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Belgium,BEL,Belgium,2010,85.0656,87.041,3123,100,3587963,1249.5229,100,20-44,85.0656,"Aged-standardized death rate per 100,000 persons",WHO,Belgium,BEL,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Belgium,BEL,Belgium,2010,264.174,282.4894,18353,100,6496880,3989.0433,100,20-64,264.174,"Aged-standardized death rate per 100,000 persons",WHO,Belgium,BEL,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Belgium,BEL,Belgium,2010,412.5291,461.6311,34236,100,7416312,4718.8261,100,20-74,412.5291,"Aged-standardized death rate per 100,000 persons",WHO,Belgium,BEL,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Bosnia and Herzegovina,BIH,Bosnia and Herzegovina,2011,1055.4407,1149.4395,15786,100,1373365,4454.0742,100,45-74,1055.4407,"Aged-standardized death rate per 100,000 persons",WHO,Bosnia and Herzegovina,BIH,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Bosnia and Herzegovina,BIH,Bosnia and Herzegovina,2011,81.1346,81.2878,1076,100,1323692,1148.6202,100,20-44,81.1346,"Aged-standardized death rate per 100,000 persons",WHO,Bosnia and Herzegovina,BIH,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Bosnia and Herzegovina,BIH,Bosnia and Herzegovina,2011,546.4749,625.2,16862,100,2697057,5602.6945,100,20-74,546.4749,"Aged-standardized death rate per 100,000 persons",WHO,Bosnia and Herzegovina,BIH,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Bosnia and Herzegovina,BIH,Bosnia and Herzegovina,2011,741.0568,716.5848,7073,100,987043,3442.7756,100,45-64,741.0568,"Aged-standardized death rate per 100,000 persons",WHO,Bosnia and Herzegovina,BIH,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Bosnia and Herzegovina,BIH,Bosnia and Herzegovina,2011,356.1022,352.6584,8149,100,2310735,4591.3959,100,20-64,356.1022,"Aged-standardized death rate per 100,000 persons",WHO,Bosnia and Herzegovina,BIH,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Bulgaria,BGR,Bulgaria,2012,1347.4872,1510.9025,42762,100,2830229,6760.159,100,45-74,1347.4872,"Aged-standardized death rate per 100,000 persons",WHO,Bulgaria,BGR,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Bulgaria,BGR,Bulgaria,2012,124.8597,126.5484,3249,100,2567397,1860.4041,100,20-44,124.8597,"Aged-standardized death rate per 100,000 persons",WHO,Bulgaria,BGR,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Bulgaria,BGR,Bulgaria,2012,904.5447,975.558,20131,100,2063537,5161.0099,100,45-64,904.5447,"Aged-standardized death rate per 100,000 persons",WHO,Bulgaria,BGR,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Bulgaria,BGR,Bulgaria,2012,708.8012,852.4303,46011,100,5397626,8620.5631,100,20-74,708.8012,"Aged-standardized death rate per 100,000 persons",WHO,Bulgaria,BGR,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Bulgaria,BGR,Bulgaria,2012,449.7285,504.8658,23380,100,4630934,7021.414,100,20-64,449.7285,"Aged-standardized death rate per 100,000 persons",WHO,Bulgaria,BGR,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Croatia,HRV,Croatia,2012,675.1322,707.4834,8579,100,1212608,3853.768,100,45-64,675.1322,"Aged-standardized death rate per 100,000 persons",WHO,Croatia,HRV,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Croatia,HRV,Croatia,2012,90.3097,90.8098,1271,100,1399628,1267.0824,100,20-44,90.3097,"Aged-standardized death rate per 100,000 persons",WHO,Croatia,HRV,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Croatia,HRV,Croatia,2012,333.9857,377.0716,9850,100,2612236,5120.8504,100,20-64,333.9857,"Aged-standardized death rate per 100,000 persons",WHO,Croatia,HRV,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Croatia,HRV,Croatia,2012,541.0839,653.5606,19780,100,3026498,6243.2129,100,20-74,541.0839,"Aged-standardized death rate per 100,000 persons",WHO,Croatia,HRV,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Croatia,HRV,Croatia,2012,1034.1181,1137.7061,18509,100,1626870,4976.1305,100,45-74,1034.1181,"Aged-standardized death rate per 100,000 persons",WHO,Croatia,HRV,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Cyprus,CYP,Cyprus,2012,533.2493,565.2132,1574,100,278479,1946.5069,100,45-74,533.2493,"Aged-standardized death rate per 100,000 persons",WHO,Cyprus,CYP,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Cyprus,CYP,Cyprus,2012,304.7268,314.2113,665,100,211641,1417.1721,100,45-64,304.7268,"Aged-standardized death rate per 100,000 persons",WHO,Cyprus,CYP,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Cyprus,CYP,Cyprus,2012,159.0577,154.2261,848,100,549842,2346.9521,100,20-64,159.0577,"Aged-standardized death rate per 100,000 persons",WHO,Cyprus,CYP,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Cyprus,CYP,Cyprus,2012,55.0084,54.1098,183,100,338201,929.78,100,20-44,55.0084,"Aged-standardized death rate per 100,000 persons",WHO,Cyprus,CYP,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Cyprus,CYP,Cyprus,2012,283.422,284.9128,1757,100,616680,2876.2869,100,20-74,283.422,"Aged-standardized death rate per 100,000 persons",WHO,Cyprus,CYP,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Czech Republic,CZE,Czech Republic,2012,632.1716,692.3056,19574,100,2827364,3369.3155,100,45-64,632.1716,"Aged-standardized death rate per 100,000 persons",WHO,Czech Republic,CZE,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Czech Republic,CZE,Czech Republic,2012,84.9476,86.0461,3331,100,3871180,1328.483,100,20-44,84.9476,"Aged-standardized death rate per 100,000 persons",WHO,Czech Republic,CZE,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Czech Republic,CZE,Czech Republic,2012,515.0644,592.305,45768,100,7727100,5863.3801,100,20-74,515.0644,"Aged-standardized death rate per 100,000 persons",WHO,Czech Republic,CZE,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Czech Republic,CZE,Czech Republic,2012,985.5046,1100.5674,42437,100,3855920,4534.8971,100,45-74,985.5046,"Aged-standardized death rate per 100,000 persons",WHO,Czech Republic,CZE,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Czech Republic,CZE,Czech Republic,2012,312.9576,341.94,22905,100,6698544,4697.7985,100,20-64,312.9576,"Aged-standardized death rate per 100,000 persons",WHO,Czech Republic,CZE,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Denmark,DNK,Denmark,2012,496.0919,514.7225,7676,100,1491289,2601.6346,100,45-64,496.0919,"Aged-standardized death rate per 100,000 persons",WHO,Denmark,DNK,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Denmark,DNK,Denmark,2012,59.1585,61.6769,1095,100,1775382,815.1859,100,20-44,59.1585,"Aged-standardized death rate per 100,000 persons",WHO,Denmark,DNK,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Denmark,DNK,Denmark,2012,412.2498,500.6115,19148,100,3824922,4400.0222,100,20-74,412.2498,"Aged-standardized death rate per 100,000 persons",WHO,Denmark,DNK,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Denmark,DNK,Denmark,2012,241.2141,268.4996,8771,100,3266671,3416.8205,100,20-64,241.2141,"Aged-standardized death rate per 100,000 persons",WHO,Denmark,DNK,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Denmark,DNK,Denmark,2012,798.4433,880.8318,18053,100,2049540,3584.8363,100,45-74,798.4433,"Aged-standardized death rate per 100,000 persons",WHO,Denmark,DNK,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Estonia,EST,Estonia,2012,795.0679,832.9747,2923,100,350911,4243.4025,100,45-64,795.0679,"Aged-standardized death rate per 100,000 persons",WHO,Estonia,EST,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Estonia,EST,Estonia,2012,177.0341,175.9972,822,100,467053,2704.9921,100,20-44,177.0341,"Aged-standardized death rate per 100,000 persons",WHO,Estonia,EST,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Estonia,EST,Estonia,2012,635.1419,720.6132,6799,100,943502,8066.3431,100,20-74,635.1419,"Aged-standardized death rate per 100,000 persons",WHO,Estonia,EST,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Estonia,EST,Estonia,2012,1136.1974,1254.4889,5977,100,476449,5361.351,100,45-74,1136.1974,"Aged-standardized death rate per 100,000 persons",WHO,Estonia,EST,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Estonia,EST,Estonia,2012,434.5482,457.8441,3745,100,817964,6948.3946,100,20-64,434.5482,"Aged-standardized death rate per 100,000 persons",WHO,Estonia,EST,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Finland,FIN,Finland,2012,395.2646,486.9042,18265,100,3751251,4842.6893,100,20-74,395.2646,"Aged-standardized death rate per 100,000 persons",WHO,Finland,FIN,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Finland,FIN,Finland,2012,254.3634,294.7855,9435,100,3200632,3981.3774,100,20-64,254.3634,"Aged-standardized death rate per 100,000 persons",WHO,Finland,FIN,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Finland,FIN,Finland,2012,484.0918,521.3371,7923,100,1519746,2755.1609,100,45-64,484.0918,"Aged-standardized death rate per 100,000 persons",WHO,Finland,FIN,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Finland,FIN,Finland,2012,728.8506,809.181,16753,100,2070365,3616.4727,100,45-74,728.8506,"Aged-standardized death rate per 100,000 persons",WHO,Finland,FIN,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Finland,FIN,Finland,2012,90.2716,89.9526,1512,100,1680886,1226.2165,100,20-44,90.2716,"Aged-standardized death rate per 100,000 persons",WHO,Finland,FIN,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
France,FRA,France,2011,690.6513,721.4251,155382,100,21538203,3256.095,100,45-74,690.6513,"Aged-standardized death rate per 100,000 persons",WHO,France,FRA,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
France,FRA,France,2011,500.6092,519.7445,86060,100,16558137,2686.507,100,45-64,500.6092,"Aged-standardized death rate per 100,000 persons",WHO,France,FRA,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
France,FRA,France,2011,374.1686,413.2051,173015,100,41871460,4460.6201,100,20-74,374.1686,"Aged-standardized death rate per 100,000 persons",WHO,France,FRA,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
France,FRA,France,2011,84.8129,86.72,17633,100,20333257,1204.525,100,20-44,84.8129,"Aged-standardized death rate per 100,000 persons",WHO,France,FRA,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
France,FRA,France,2011,258.0613,281.0764,103693,100,36891394,3891.032,100,20-64,258.0613,"Aged-standardized death rate per 100,000 persons",WHO,France,FRA,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Georgia,GEO,Georgia,2012,1304.1343,1361.4014,19935,100,1464300,5194.7286,100,45-74,1304.1343,"Aged-standardized death rate per 100,000 persons",WHO,Georgia,GEO,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Georgia,GEO,Georgia,2012,695.6409,707.0031,22190,100,3138600,7335.6698,100,20-74,695.6409,"Aged-standardized death rate per 100,000 persons",WHO,Georgia,GEO,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Georgia,GEO,Georgia,2012,851.2267,853.7418,9754,100,1142500,4231.3378,100,45-64,851.2267,"Aged-standardized death rate per 100,000 persons",WHO,Georgia,GEO,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Georgia,GEO,Georgia,2012,139.3041,134.6832,2255,100,1674300,2140.9413,100,20-44,139.3041,"Aged-standardized death rate per 100,000 persons",WHO,Georgia,GEO,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Georgia,GEO,Georgia,2012,435.9385,426.3348,12009,100,2816800,6372.279,100,20-64,435.9385,"Aged-standardized death rate per 100,000 persons",WHO,Georgia,GEO,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Germany,DEU,Germany,2012,730.0018,809.692,268641,100,33178173,3686.1524,100,45-74,730.0018,"Aged-standardized death rate per 100,000 persons",WHO,Germany,DEU,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Germany,DEU,Germany,2012,480.0568,478.753,115970,100,24223349,2807.0685,100,45-64,480.0568,"Aged-standardized death rate per 100,000 persons",WHO,Germany,DEU,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Germany,DEU,Germany,2012,381.2395,483.235,285476,100,59076022,4567.1433,100,20-74,381.2395,"Aged-standardized death rate per 100,000 persons",WHO,Germany,DEU,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Germany,DEU,Germany,2012,62.3711,65.0054,16835,100,25897849,880.991,100,20-44,62.3711,"Aged-standardized death rate per 100,000 persons",WHO,Germany,DEU,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Germany,DEU,Germany,2012,236.4068,264.9677,132805,100,50121198,3688.0595,100,20-64,236.4068,"Aged-standardized death rate per 100,000 persons",WHO,Germany,DEU,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Greece,GRC,Greece,2011,79.7642,82.1507,3237,100,3940319,1256.3304,100,20-44,79.7642,"Aged-standardized death rate per 100,000 persons",WHO,Greece,GRC,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Greece,GRC,Greece,2011,434.5511,445.6181,13262,100,2976091,2325.2774,100,45-64,434.5511,"Aged-standardized death rate per 100,000 persons",WHO,Greece,GRC,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Greece,GRC,Greece,2011,227.5921,238.5486,16499,100,6916410,3581.6077,100,20-64,227.5921,"Aged-standardized death rate per 100,000 persons",WHO,Greece,GRC,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
